df_hash,22ZHK4.0K8Q7Z
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.XHK9
person_label,V147
date_time_start,2026-06-08_17-10-02.041000_+03
date_time_start_unix,1780920602.041
date_time_end,2026-06-08_17-29-24.124000_+03
length_difference_noticed,no

time,acc_mag
656.266,1.021
656.296,1.026
656.326,1.034
656.356,1.055
656.386,1.044
656.416,1.036
656.446,1.031
656.476,1.033
656.506,1.039
656.536,1.039
656.566,1.034
656.596,1.035
656.626,1.036
656.656,1.032
656.686,1.025
656.716,1.031
656.746,1.043
656.776,1.046
656.806,1.034
656.836,1.029
656.866,1.034
656.896,1.032
656.926,1.035
656.956,1.036
656.986,1.034
657.016,1.043
657.046,1.037
657.076,1.037
657.106,1.030
657.136,1.035
657.166,1.034
657.196,1.031
657.226,1.041
657.256,1.046
657.286,1.035
657.316,1.032
657.346,1.037
657.376,1.042
657.406,1.037
657.436,1.034
657.466,1.040
657.496,1.048
657.526,1.045
657.556,1.041
657.586,1.041
657.616,1.030
657.646,1.031
657.676,1.030
657.706,1.024
657.736,1.008
657.766,1.017
657.796,1.031
657.826,1.010
657.856,0.996
657.886,1.017
657.916,0.999
657.946,1.005
657.976,1.006
658.006,1.002
658.036,1.009
658.066,1.007
658.096,1.012
658.126,1.009
658.156,1.017
658.186,1.017
658.216,1.024
658.246,1.021
658.276,1.025
658.306,1.013
658.336,1.007
658.366,1.017
658.396,1.022
658.426,1.014
658.456,1.021
658.486,1.015
658.516,1.018
658.546,1.033
658.576,1.043
658.606,1.036
658.636,1.025
658.666,1.031
658.696,1.024
658.726,1.021
658.756,1.036
658.786,1.041
658.816,1.023
658.846,1.023
658.876,1.035
658.906,1.039
658.936,1.054
658.966,1.052
658.996,1.024
659.026,1.028
659.056,1.036
659.086,1.042
659.116,1.037
659.146,1.042
659.176,1.019
659.206,1.018
659.236,1.044
659.266,1.048
659.296,1.018
659.326,1.030
659.356,1.036
659.386,1.064
659.416,1.031
659.446,0.985
659.476,1.021
659.506,1.038
659.536,1.040
659.566,1.028
659.596,1.028
659.626,1.031
659.656,1.018
659.686,1.024
659.716,1.036
659.746,1.029
659.776,1.033
659.806,1.034
659.836,1.021
659.866,1.024
659.896,1.037
659.926,1.036
659.956,1.049
659.986,1.037
660.016,1.028
660.046,1.027
660.076,1.030
660.106,1.032
660.136,1.032
660.166,1.032
660.196,1.033
660.226,1.024
660.256,1.026
660.286,1.034
660.316,1.030
660.346,1.033
660.376,1.036
660.406,1.033
660.436,1.033
660.466,1.033
660.496,1.034
660.526,1.026
660.556,1.028
660.586,1.027
660.616,1.033
660.646,1.024
660.676,1.045
660.706,1.032
660.736,1.026
660.766,1.032
660.796,1.034
660.826,1.029
660.856,1.033
660.886,1.033
660.916,1.032
660.946,1.027
660.976,1.030
661.006,1.036
661.036,1.032
661.066,1.029
661.096,1.030
661.126,1.038
661.156,1.029
661.186,1.024
661.216,1.031
661.246,1.030
661.276,1.033
661.306,1.033
661.336,1.034
661.366,1.030
661.396,1.031
661.426,1.034
661.456,1.033
661.486,1.031
661.516,1.032
661.546,1.032
661.576,1.033
661.606,1.027
661.636,1.032
661.666,1.041
661.696,1.030
661.726,1.028
661.756,1.032
661.786,1.029
661.816,1.035
661.846,1.035
661.876,1.031
661.906,1.029
661.936,1.029
661.966,1.036
661.996,1.031
662.026,1.030
662.056,1.032
662.086,1.031
662.116,1.030
662.146,1.030
662.176,1.028
662.206,1.029
662.236,1.032
662.266,1.031
662.296,1.032
662.326,1.031
662.356,1.034
662.386,1.032
662.416,1.031
662.446,1.034
662.476,1.033
662.506,1.033
662.536,1.023
662.566,1.030
662.596,1.026
662.626,1.039
662.656,1.034
662.686,1.027
662.716,1.032
662.746,1.031
662.776,1.033
662.806,1.033
662.836,1.032
662.866,1.030
662.896,1.036
662.926,1.035
662.956,1.031
662.986,1.027
663.016,1.029
663.046,1.033
663.076,1.032
663.106,1.027
663.136,1.033
663.166,1.030
663.196,1.029
663.226,1.030
663.256,1.032
663.286,1.029
663.316,1.032
663.346,1.031
663.376,1.030
663.406,1.031
663.436,1.034
663.466,1.032
663.496,1.030
663.526,1.032
663.556,1.035
663.586,1.032
663.616,1.043
663.646,1.029
663.676,1.023
663.706,1.034
663.736,1.033
663.766,1.034
663.796,1.036
663.826,1.034
663.856,1.028
663.886,1.023
663.916,1.041
663.946,1.033
663.976,1.030
664.006,1.031
664.036,1.028
664.066,1.032
664.096,1.030
664.126,1.034
664.156,1.032
664.186,1.032
664.216,1.029
664.246,1.030
664.276,1.033
664.306,1.033
664.336,1.034
664.366,1.032
664.396,1.033
664.426,1.033
664.456,1.029
664.486,1.030
664.516,1.031
664.546,1.031
664.576,1.028
664.606,1.039
664.636,1.032
664.666,1.028
664.696,1.037
664.726,1.031
664.756,1.026
664.786,1.036
664.816,1.031
664.846,1.036
664.876,1.031
664.906,1.031
664.936,1.033
664.966,1.032
664.996,1.034
665.026,1.032
665.056,1.029
665.086,1.034
665.116,1.033
665.146,1.026
665.176,1.034
665.206,1.032
665.236,1.029
665.266,1.031
665.296,1.032
665.326,1.032
665.356,1.028
665.386,1.031
665.416,1.030
665.446,1.028
665.476,1.030
665.506,1.026
665.536,1.024
665.566,1.043
665.596,1.031
665.626,1.025
665.656,1.034
665.686,1.035
665.716,1.034
665.746,1.031
665.776,1.033
665.806,1.024
665.836,1.031
665.866,1.032
665.896,1.033
665.926,1.030
665.956,1.032
665.986,1.029
666.016,1.029
666.046,1.032
666.076,1.032
666.106,1.033
666.136,1.028
666.166,1.028
666.196,1.034
666.226,1.032
666.256,1.031
666.286,1.028
666.316,1.030
666.346,1.031
666.376,1.032
666.406,1.032
666.436,1.036
666.466,1.029
666.496,1.030
666.526,1.039
666.556,1.025
666.586,1.025
666.616,1.032
666.646,1.027
666.676,1.031
666.706,1.035
666.736,1.029
666.766,1.032
666.796,1.032
666.826,1.034
666.856,1.028
666.886,1.032
666.916,1.032
666.946,1.031
666.976,1.030
667.006,1.031
667.036,1.028
667.066,1.027
667.096,1.030
667.126,1.030
667.156,1.031
667.186,1.030
667.216,1.030
667.246,1.032
667.276,1.030
667.306,1.028
667.336,1.033
667.366,1.032
667.396,1.026
667.426,1.033
667.456,1.031
667.486,1.033
667.516,1.039
667.546,1.025
667.576,1.025
667.606,1.034
667.636,1.027
667.666,1.032
667.696,1.035
667.726,1.034
667.756,1.031
667.786,1.034
667.816,1.035
667.846,1.031
667.876,1.028
667.906,1.030
667.936,1.032
667.966,1.031
667.996,1.025
668.026,1.035
668.056,1.031
668.086,1.029
668.116,1.029
668.146,1.035
668.176,1.029
668.206,1.028
668.236,1.030
668.266,1.031
668.296,1.035
668.326,1.030
668.356,1.029
668.386,1.033
668.416,1.033
668.446,1.027
668.476,1.023
668.506,1.044
668.536,1.021
668.566,1.025
668.596,1.037
668.626,1.024
668.656,1.031
668.686,1.033
668.716,1.035
668.746,1.028
668.776,1.036
668.806,1.035
668.836,1.032
668.866,1.031
668.896,1.030
668.926,1.024
668.956,1.030
668.986,1.030
669.016,1.029
669.046,1.034
669.076,1.030
669.106,1.028
669.136,1.030
669.166,1.032
669.196,1.031
669.226,1.032
669.256,1.030
669.286,1.028
669.316,1.031
669.346,1.032
669.376,1.021
669.406,1.035
669.436,1.041
669.466,1.026
669.496,1.024
669.526,1.034
669.556,1.032
669.586,1.033
669.616,1.033
669.646,1.033
669.676,1.027
669.706,1.028
669.736,1.031
669.766,1.031
669.796,1.030
669.826,1.034
669.856,1.028
669.886,1.026
669.916,1.029
669.946,1.028
669.976,1.029
670.006,1.039
670.036,1.027
670.066,1.026
670.096,1.035
670.126,1.029
670.156,1.028
670.186,1.031
670.216,1.031
670.246,1.029
670.276,1.029
670.306,1.037
670.336,1.021
670.366,1.037
670.396,1.035
670.426,1.021
670.456,1.030
670.486,1.033
670.516,1.030
670.546,1.032
670.576,1.028
670.606,1.031
670.636,1.028
670.666,1.026
670.696,1.030
670.726,1.032
670.756,1.028
670.786,1.030
670.816,1.029
670.846,1.028
670.876,1.027
670.906,1.029
670.936,1.029
670.966,1.031
670.996,1.031
671.026,1.032
671.056,1.032
671.086,1.029
671.116,1.032
671.146,1.029
671.176,1.028
671.206,1.028
671.236,1.032
671.266,1.027
671.296,1.035
671.326,1.028
671.356,1.033
671.386,1.042
671.416,1.026
671.446,1.024
671.476,1.029
671.506,1.029
671.536,1.032
671.566,1.032
671.596,1.027
671.626,1.029
671.656,1.032
671.686,1.035
671.716,1.032
671.746,1.029
671.776,1.028
671.806,1.029
671.836,1.027
671.866,1.035
671.896,1.027
671.926,1.031
671.956,1.031
671.986,1.033
672.016,1.033
672.046,1.032
672.076,1.032
672.106,1.032
672.136,1.027
672.166,1.025
672.196,1.032
672.226,1.030
672.256,1.030
672.286,1.029
672.316,1.024
672.346,1.042
672.376,1.028
672.406,1.021
672.436,1.027
672.466,1.029
672.496,1.031
672.526,1.031
672.556,1.037
672.586,1.024
672.616,1.026
672.646,1.030
672.676,1.026
672.706,1.031
672.736,1.030
672.766,1.032
672.796,1.024
672.826,1.032
672.856,1.030
672.886,1.026
672.916,1.029
672.946,1.031
672.976,1.031
673.006,1.032
673.036,1.031
673.066,1.027
673.096,1.036
673.126,1.026
673.156,1.022
673.186,1.042
673.216,1.032
673.246,1.026
673.276,1.030
673.306,1.028
673.336,1.034
673.366,1.031
673.396,1.029
673.426,1.029
673.456,1.030
673.486,1.036
673.516,1.030
673.546,1.029
673.576,1.030
673.606,1.030
673.636,1.026
673.666,1.030
673.696,1.031
673.726,1.027
673.756,1.029
673.786,1.029
673.816,1.030
673.846,1.030
673.876,1.029
673.906,1.029
673.936,1.029
673.966,1.030
673.996,1.030
674.026,1.028
674.056,1.029
674.086,1.029
674.116,1.027
674.146,1.037
674.176,1.031
674.206,1.024
674.236,1.030
674.266,1.027
674.296,1.028
674.326,1.033
674.356,1.028
674.386,1.027
674.416,1.027
674.446,1.028
674.476,1.032
674.506,1.032
674.536,1.033
674.566,1.031
674.596,1.029
674.626,1.029
674.656,1.029
674.686,1.029
674.716,1.027
674.746,1.031
674.776,1.029
674.806,1.030
674.836,1.033
674.866,1.029
674.896,1.029
674.926,1.027
674.956,1.030
674.986,1.029
675.016,1.031
675.046,1.029
675.076,1.032
675.106,1.028
675.136,1.028
675.166,1.040
675.196,1.030
675.226,1.027
675.256,1.033
675.286,1.028
675.316,1.027
675.346,1.032
675.376,1.031
675.406,1.028
675.436,1.023
675.466,1.033
675.496,1.030
675.526,1.030
675.556,1.029
675.586,1.030
675.616,1.032
675.646,1.027
675.676,1.033
675.706,1.031
675.736,1.028
675.766,1.028
675.796,1.038
675.826,1.036
675.856,1.022
675.886,1.031
675.916,1.034
675.946,1.027
675.976,1.028
676.006,1.031
676.036,1.030
676.066,1.026
676.096,1.037
676.126,1.028
676.156,1.032
676.186,1.037
676.216,1.023
676.246,1.028
676.276,1.032
676.306,1.033
676.336,1.032
676.366,1.028
676.396,1.033
676.426,1.021
676.456,1.025
676.486,1.030
676.516,1.036
676.546,1.028
676.576,1.028
676.606,1.029
676.636,1.027
676.666,1.029
676.696,1.030
676.726,1.025
676.756,1.031
676.786,1.028
676.816,1.035
676.846,1.031
676.876,1.030
676.906,1.029
676.936,1.029
676.966,1.029
676.996,1.028
677.026,1.033
677.056,1.019
677.086,1.034
677.116,1.039
677.146,1.026
677.176,1.024
677.206,1.032
677.236,1.031
677.266,1.033
677.296,1.026
677.326,1.032
677.356,1.025
677.386,1.028
677.416,1.030
677.446,1.027
677.476,1.031
677.506,1.034
677.536,1.027
677.566,1.027
677.596,1.034
677.626,1.030
677.656,1.028
677.686,1.035
677.716,1.030
677.746,1.030
677.776,1.031
677.806,1.028
677.836,1.030
677.866,1.026
677.896,1.029
677.926,1.029
677.956,1.027
677.986,1.029
678.016,1.030
678.046,1.022
678.076,1.040
678.106,1.036
678.136,1.025
678.166,1.031
678.196,1.028
678.226,1.028
678.256,1.029
678.286,1.032
678.316,1.031
678.346,1.026
678.376,1.028
678.406,1.038
678.436,1.028
678.466,1.026
678.496,1.026
678.526,1.033
678.556,1.029
678.586,1.031
678.616,1.028
678.646,1.028
678.676,1.029
678.706,1.028
678.736,1.028
678.766,1.030
678.796,1.029
678.826,1.028
678.856,1.028
678.886,1.031
678.916,1.026
678.946,1.028
678.976,1.027
679.006,1.031
679.036,1.029
679.066,1.018
679.096,1.038
679.126,1.032
679.156,1.021
679.186,1.033
679.216,1.032
679.246,1.028
679.276,1.036
679.306,1.029
679.336,1.031
679.366,1.019
679.396,1.030
679.426,1.029
679.456,1.030
679.486,1.034
679.516,1.021
679.546,1.030
679.576,1.032
679.606,1.028
679.636,1.028
679.666,1.028
679.696,1.028
679.726,1.031
679.756,1.032
679.786,1.028
679.816,1.032
679.846,1.031
679.876,1.027
679.906,1.032
679.936,1.029
679.966,1.031
679.996,1.033
680.026,1.021
680.056,1.037
680.086,1.037
680.116,1.021
680.146,1.024
680.176,1.036
680.206,1.034
680.236,1.033
680.266,1.030
680.296,1.033
680.326,1.023
680.356,1.032
680.386,1.029
680.416,1.026
680.446,1.028
680.476,1.029
680.506,1.028
680.536,1.026
680.566,1.034
680.596,1.033
680.626,1.026
680.656,1.027
680.686,1.032
680.716,1.029
680.746,1.032
680.776,1.031
680.806,1.027
680.836,1.031
680.866,1.030
680.896,1.027
680.926,1.028
680.956,1.030
680.986,1.021
681.016,1.036
681.046,1.032
681.076,1.027
681.106,1.034
681.136,1.027
681.166,1.024
681.196,1.032
681.226,1.032
681.256,1.031
681.286,1.019
681.316,1.031
681.346,1.032
681.376,1.027
681.406,1.031
681.436,1.030
681.466,1.031
681.496,1.028
681.526,1.029
681.556,1.027
681.586,1.029
681.616,1.029
681.646,1.032
681.676,1.031
681.706,1.031
681.736,1.030
681.766,1.028
681.796,1.031
681.826,1.033
681.856,1.027
681.886,1.028
681.916,1.030
681.946,1.028
681.976,1.028
682.006,1.030
682.036,1.038
682.066,1.027
682.096,1.024
682.126,1.032
682.156,1.026
682.186,1.032
682.216,1.033
682.246,1.032
682.276,1.034
682.306,1.033
682.336,1.033
682.366,1.032
682.396,1.025
682.426,1.023
682.456,1.021
682.486,1.030
682.516,1.034
682.546,1.033
682.576,1.021
682.606,1.032
682.636,1.034
682.666,1.028
682.696,1.028
682.726,1.035
682.756,1.036
682.786,1.040
682.816,1.029
682.846,1.030
682.876,1.037
682.906,1.037
682.936,1.034
682.966,1.045
682.996,1.026
683.026,1.023
683.056,1.034
683.086,1.035
683.116,1.026
683.146,1.011
683.176,1.009
683.206,1.025
683.236,1.034
683.266,1.026
683.296,1.017
683.326,0.981
683.356,1.011
683.386,1.029
683.416,1.023
683.446,1.028
683.476,1.046
683.506,1.052
683.536,1.054
683.566,1.044
683.596,1.021
683.626,1.011
683.656,1.037
683.686,1.025
683.716,1.028
683.746,1.033
683.776,1.031
683.806,1.029
683.836,1.031
683.866,1.040
683.896,1.046
683.926,1.051
683.956,1.036
683.986,1.021
684.016,1.014
684.046,1.026
684.076,1.016
684.106,1.024
684.136,1.037
684.166,1.031
684.196,1.022
684.226,1.026
684.256,1.013
684.286,1.017
684.316,1.017
684.346,1.025
684.376,1.030
684.406,1.018
684.436,1.023
684.466,1.024
684.496,1.036
684.526,1.038
684.556,1.034
684.586,1.026
684.616,1.029
684.646,1.031
684.676,1.033
684.706,1.022
684.736,1.027
684.766,1.032
684.796,1.034
684.826,1.021
684.856,1.029
684.886,1.035
684.916,1.031
684.946,1.010
684.976,1.024
685.006,1.030
685.036,1.029
685.066,1.027
685.096,1.022
685.126,1.026
685.156,1.024
685.186,1.020
685.216,1.031
685.246,1.043
685.276,1.026
685.306,1.011
685.336,1.026
685.366,1.027
685.396,1.030
685.426,1.037
685.456,1.039
685.486,1.030
685.516,1.019
685.546,1.017
685.576,1.026
685.606,1.027
685.636,1.024
685.666,1.034
685.696,1.030
685.726,1.043
685.756,1.017
685.786,1.022
685.816,1.030
685.846,1.016
685.876,1.021
685.906,1.033
685.936,1.035
685.966,1.028
685.996,1.030
686.026,1.032
686.056,1.032
686.086,1.028
686.116,1.024
686.146,1.027
686.176,1.031
686.206,1.024
686.236,1.017
686.266,1.028
686.296,1.042
686.326,1.029
686.356,1.028
686.386,1.029
686.416,1.025
686.446,1.034
686.476,1.029
686.506,1.030
686.536,1.016
686.566,1.031
686.596,1.031
686.626,1.032
686.656,1.023
686.686,1.025
686.716,1.029
686.746,1.030
686.776,1.021
686.806,1.021
686.836,1.030
686.866,1.031
686.896,1.021
686.926,1.027
686.956,1.033
686.986,1.026
687.016,1.024
687.046,1.028
687.076,1.030
687.106,1.025
687.136,1.022
687.166,1.029
687.196,1.029
687.226,1.026
687.256,1.028
687.286,1.028
687.316,1.029
687.346,1.015
687.376,1.022
687.406,1.041
687.436,1.028
687.466,1.017
687.496,1.028
687.526,1.025
687.556,1.028
687.586,1.033
687.616,1.027
687.646,1.023
687.676,1.022
687.706,1.023
687.736,1.028
687.766,1.031
687.796,1.031
687.826,1.028
687.856,1.028
687.886,1.026
687.916,1.023
687.946,1.024
687.976,1.027
688.006,1.029
688.036,1.027
688.066,1.025
688.096,1.027
688.126,1.027
688.156,1.028
688.186,1.028
688.216,1.028
688.246,1.026
688.276,1.024
688.306,1.027
688.336,1.022
688.366,1.020
688.396,1.045
688.426,1.026
688.456,1.017
688.486,1.029
688.516,1.029
688.546,1.026
688.576,1.030
688.606,1.030
688.636,1.025
688.666,1.016
688.696,1.030
688.726,1.026
688.756,1.027
688.786,1.029
688.816,1.029
688.846,1.025
688.876,1.024
688.906,1.022
688.936,1.024
688.966,1.024
688.996,1.027
689.026,1.025
689.056,1.026
689.086,1.027
689.116,1.026
689.146,1.025
689.176,1.027
689.206,1.030
689.236,1.025
689.266,1.025
689.296,1.025
689.326,1.020
689.356,1.020
689.386,1.039
689.416,1.025
689.446,1.022
689.476,1.028
689.506,1.026
689.536,1.029
689.566,1.026
689.596,1.026
689.626,1.025
689.656,1.017
689.686,1.025
689.716,1.026
689.746,1.027
689.776,1.028
689.806,1.028
689.836,1.027
689.866,1.025
689.896,1.024
689.926,1.024
689.956,1.025
689.986,1.030
690.016,1.024
690.046,1.025
690.076,1.028
690.106,1.027
690.136,1.025
690.166,1.025
690.196,1.027
690.226,1.029
690.256,1.026
690.286,1.027
690.316,1.035
690.346,1.022
690.376,1.025
690.406,1.040
690.436,1.027
690.466,1.021
690.496,1.025
690.526,1.023
690.556,1.029
690.586,1.029
690.616,1.030
690.646,1.026
690.676,1.021
690.706,1.030
690.736,1.027
690.766,1.026
690.796,1.030
690.826,1.029
690.856,1.027
690.886,1.025
690.916,1.026
690.946,1.024
690.976,1.024
691.006,1.027
691.036,1.027
691.066,1.028
691.096,1.027
691.126,1.028
691.156,1.028
691.186,1.033
691.216,1.025
691.246,1.028
691.276,1.029
691.306,1.023
691.336,1.027
691.366,1.024
691.396,1.023
691.426,1.035
691.456,1.028
691.486,1.019
691.516,1.021
691.546,1.023
691.576,1.025
691.606,1.027
691.636,1.032
691.666,1.027
691.696,1.019
691.726,1.029
691.756,1.023
691.786,1.024
691.816,1.031
691.846,1.028
691.876,1.027
691.906,1.026
691.936,1.028
691.966,1.026
691.996,1.025
692.026,1.027
692.056,1.026
692.086,1.027
692.116,1.024
692.146,1.024
692.176,1.028
692.206,1.027
692.236,1.023
692.266,1.028
692.296,1.028
692.326,1.024
692.356,1.025
692.386,1.029
692.416,1.022
692.446,1.034
692.476,1.028
692.506,1.022
692.536,1.029
692.566,1.026
692.596,1.021
692.626,1.028
692.656,1.029
692.686,1.030
692.716,1.019
692.746,1.024
692.776,1.026
692.806,1.025
692.836,1.032
692.866,1.026
692.896,1.028
692.926,1.026
692.956,1.023
692.986,1.023
693.016,1.025
693.046,1.025
693.076,1.025
693.106,1.024
693.136,1.026
693.166,1.028
693.196,1.025
693.226,1.023
693.256,1.025
693.286,1.029
693.316,1.026
693.346,1.028
693.376,1.022
693.406,1.033
693.436,1.022
693.466,1.030
693.496,1.031
693.526,1.023
693.556,1.027
693.586,1.029
693.616,1.027
693.646,1.024
693.676,1.031
693.706,1.028
693.736,1.021
693.766,1.024
693.796,1.027
693.826,1.025
693.856,1.029
693.886,1.031
693.916,1.026
693.946,1.022
693.976,1.023
694.006,1.027
694.036,1.025
694.066,1.026
694.096,1.029
694.126,1.027
694.156,1.030
694.186,1.022
694.216,1.024
694.246,1.028
694.276,1.027
694.306,1.023
694.336,1.027
694.366,1.024
694.396,1.029
694.426,1.018
694.456,1.015
694.486,1.039
694.516,1.030
694.546,1.021
694.576,1.025
694.606,1.025
694.636,1.027
694.666,1.024
694.696,1.028
694.726,1.026
694.756,1.022
694.786,1.025
694.816,1.028
694.846,1.029
694.876,1.026
694.906,1.026
694.936,1.026
694.966,1.026
694.996,1.024
695.026,1.029
695.056,1.029
695.086,1.029
695.116,1.024
695.146,1.027
695.176,1.027
695.206,1.028
695.236,1.028
695.266,1.025
695.296,1.025
695.326,1.027
695.356,1.027
695.386,1.021
695.416,1.019
695.446,1.041
695.476,1.027
695.506,1.020
695.536,1.028
695.566,1.028
695.596,1.030
695.626,1.032
695.656,1.027
695.686,1.024
695.716,1.026
695.746,1.032
695.776,1.028
695.806,1.024
695.836,1.029
695.866,1.027
695.896,1.027
695.926,1.024
695.956,1.028
695.986,1.027
696.016,1.025
696.046,1.029
696.076,1.027
696.106,1.029
696.136,1.026
696.166,1.026
696.196,1.026
696.226,1.027
696.256,1.030
696.286,1.024
696.316,1.024
696.346,1.031
696.376,1.025
696.406,1.026
696.436,1.035
696.466,1.024
696.496,1.022
696.526,1.027
696.556,1.026
696.586,1.025
696.616,1.030
696.646,1.029
696.676,1.028
696.706,1.024
696.736,1.029
696.766,1.027
696.796,1.027
696.826,1.028
696.856,1.027
696.886,1.028
696.916,1.025
696.946,1.028
696.976,1.026
697.006,1.027
697.036,1.028
697.066,1.029
697.096,1.027
697.126,1.030
697.156,1.022
697.186,1.025
697.216,1.025
697.246,1.026
697.276,1.030
697.306,1.024
697.336,1.031
697.366,1.023
697.396,1.021
697.426,1.036
697.456,1.025
697.486,1.021
697.516,1.027
697.546,1.027
697.576,1.026
697.606,1.030
697.636,1.026
697.666,1.027
697.696,1.024
697.726,1.029
697.756,1.027
697.786,1.024
697.816,1.028
697.846,1.027
697.876,1.025
697.906,1.028
697.936,1.023
697.966,1.015
697.996,1.023
698.026,0.957
698.056,0.971
698.086,1.006
698.116,1.027
698.146,1.034
698.176,1.054
698.206,1.067
698.236,1.083
698.266,1.050
698.296,1.063
698.326,1.048
698.356,1.040
698.386,1.037
698.416,1.041
698.446,1.034
698.476,1.024
698.506,1.019
698.536,1.008
698.566,1.024
698.596,1.026
698.626,1.030
698.656,1.025
698.686,1.025
698.716,1.024
698.746,1.019
698.776,1.017
698.806,1.006
698.836,1.013
698.866,1.034
698.896,1.032
698.926,1.040
698.956,1.054
698.986,1.050
699.016,1.036
699.046,1.051
699.076,1.049
699.106,1.050
699.136,1.038
699.166,1.039
699.196,1.022
699.226,1.033
699.256,1.039
699.286,1.056
699.316,1.045
699.346,1.052
699.376,1.045
699.406,1.045
699.436,1.049
699.466,1.039
699.496,1.060
699.526,1.041
699.556,1.025
699.586,1.008
699.616,1.022
699.646,1.025
699.676,1.023
699.706,1.020
699.736,1.022
699.766,1.012
699.796,1.039
699.826,1.045
699.856,1.041
699.886,1.033
699.916,1.031
699.946,1.025
699.976,1.027
700.006,1.024
700.036,1.021
700.066,1.030
700.096,1.036
700.126,1.038
700.156,1.051
700.186,1.037
700.216,1.024
700.246,1.033
700.276,1.031
700.306,1.026
700.336,1.029
700.366,1.034
700.396,1.032
700.426,1.031
700.456,1.031
700.486,1.034
700.516,1.042
700.546,1.030
700.576,1.033
700.606,1.037
700.636,1.036
700.666,1.039
700.696,1.031
700.726,1.034
700.756,1.038
700.786,1.032
700.816,1.032
700.846,1.035
700.876,1.024
700.906,1.035
700.936,1.039
700.966,1.047
700.996,1.072
701.026,1.063
701.056,1.056
701.086,1.048
701.116,1.041
701.146,1.036
701.176,1.111
701.206,0.996
701.236,0.978
701.266,0.981
701.296,1.017
701.326,1.043
701.356,1.057
701.386,1.027
701.416,1.021
701.446,1.027
701.476,1.031
701.506,1.023
701.536,1.025
701.566,1.025
701.596,1.025
701.626,1.036
701.656,1.040
701.686,1.021
701.716,1.062
701.746,1.053
701.776,1.019
701.806,1.006
701.836,1.011
701.866,1.021
701.896,1.029
701.926,1.036
701.956,1.036
701.986,1.020
702.016,1.026
702.046,1.033
702.076,1.024
702.106,1.022
702.136,1.037
702.166,1.041
702.196,1.039
702.226,1.022
702.256,1.021
702.286,1.032
702.316,1.030
702.346,1.024
702.376,1.026
702.406,1.027
702.436,1.021
702.466,1.026
702.496,1.037
702.526,1.034
702.556,1.036
702.586,1.033
702.616,1.026
702.646,1.030
702.676,1.032
702.706,1.031
702.736,1.024
702.766,1.030
702.796,1.030
702.826,1.029
702.856,1.029
702.886,1.031
702.916,1.025
702.946,1.025
702.976,1.028
703.006,1.024
703.036,1.028
703.066,1.026
703.096,1.028
703.126,1.034
703.156,1.025
703.186,1.022
703.216,1.038
703.246,1.022
703.276,1.024
703.306,1.026
703.336,1.025
703.366,1.027
703.396,1.029
703.426,1.029
703.456,1.022
703.486,1.031
703.516,1.026
703.546,1.026
703.576,1.031
703.606,1.031
703.636,1.027
703.666,1.024
703.696,1.025
703.726,1.026
703.756,1.026
703.786,1.027
703.816,1.029
703.846,1.027
703.876,1.025
703.906,1.031
703.936,1.031
703.966,1.027
703.996,1.023
704.026,1.034
704.056,1.025
704.086,1.023
704.116,1.036
704.146,1.027
704.176,1.022
704.206,1.031
704.236,1.028
704.266,1.025
704.296,1.027
704.326,1.032
704.356,1.027
704.386,1.026
704.416,1.030
704.446,1.029
704.476,1.026
704.506,1.028
704.536,1.028
704.566,1.028
704.596,1.027
704.626,1.026
704.656,1.028
704.686,1.027
704.716,1.028
704.746,1.031
704.776,1.031
704.806,1.030
704.836,1.026
704.866,1.026
704.896,1.026
704.926,1.029
704.956,1.026
704.986,1.030
705.016,1.021
705.046,1.028
705.076,1.038
705.106,1.021
705.136,1.028
705.166,1.029
705.196,1.028
705.226,1.028
705.256,1.030
705.286,1.031
705.316,1.023
705.346,1.024
705.376,1.031
705.406,1.030
705.436,1.027
705.466,1.023
705.496,1.027
705.526,1.026
705.556,1.031
705.586,1.030
705.616,1.025
705.646,1.024
705.676,1.030
705.706,1.027
705.736,1.029
705.766,1.029
705.796,1.027
705.826,1.028
705.856,1.028
705.886,1.028
705.916,1.027
705.946,1.031
705.976,1.022
706.006,1.029
706.036,1.039
706.066,1.024
706.096,1.025
706.126,1.027
706.156,1.028
706.186,1.034
706.216,1.033
706.246,1.029
706.276,1.022
706.306,1.028
706.336,1.032
706.366,1.027
706.396,1.028
706.426,1.032
706.456,1.031
706.486,1.025
706.516,1.026
706.546,1.028
706.576,1.027
706.606,1.025
706.636,1.030
706.666,1.029
706.696,1.028
706.726,1.027
706.756,1.026
706.786,1.030
706.816,1.029
706.846,1.031
706.876,1.027
706.906,1.029
706.936,1.030
706.966,1.023
706.996,1.040
707.026,1.031
707.056,1.021
707.086,1.031
707.116,1.027
707.146,1.028
707.176,1.033
707.206,1.030
707.236,1.029
707.266,1.027
707.296,1.031
707.326,1.027
707.356,1.029
707.386,1.029
707.416,1.028
707.446,1.027
707.476,1.026
707.506,1.026
707.536,1.028
707.566,1.026
707.596,1.029
707.626,1.028
707.656,1.029
707.686,1.032
707.716,1.026
707.746,1.030
707.776,1.029
707.806,1.028
707.836,1.031
707.866,1.026
707.896,1.035
707.926,1.029
707.956,1.026
707.986,1.039
708.016,1.026
708.046,1.023
708.076,1.028
708.106,1.025
708.136,1.028
